away_pitcher_note,away_probable_pitcher,doubleheader,home_pitcher_note,inning_state,venue_name,game_datetime,away_id,game_date,venue_id,current_inning,status,away_name,home_probable_pitcher,summary,winning_pitcher,game_type,away_score,home_name,game_id,winning_team,home_score,game_num,save_pitcher,home_id,losing_team,series_status,losing_pitcher,national_broadcasts
,Jonathan Heasley,N,,Bottom,Surprise Stadium,2022-03-18T20:05:00Z,118,2022-03-18,2603,9,Final: Tied,Kansas City Royals,Jake Latz,2022-03-18 - Kansas City Royals @ Texas Rangers (Final: Tied),,S,5,Texas Rangers,706813,,5,1,,140,,,,[]
,Luis Perdomo,N,,Bottom,Surprise Stadium,2022-03-19T20:05:00Z,158,2022-03-19,2603,9,Final,Milwaukee Brewers,Dane Dunning,2022-03-19 - Milwaukee Brewers (11) @ Texas Rangers (0) (Final),Luis Perdomo,S,11,Texas Rangers,706806,Milwaukee Brewers,0,1,,140,Texas Rangers,MIL wins Spring,Dane Dunning,[]
,Taylor Hearn,N,,Bottom,Goodyear Ballpark,2022-03-21T20:05:00Z,140,2022-03-21,3834,9,Final,Texas Rangers,Logan Allen,2022-03-21 - Texas Rangers (25) @ Cleveland Guardians (12) (Final),Taylor Hearn,S,25,Cleveland Guardians,706988,Texas Rangers,12,1,,114,Cleveland Guardians,TEX wins Spring,Logan Allen,['MLB.tv Free Game']
,Kolby Allard,N,,Bottom,Salt River Fields at Talking Stick,2022-03-22T20:10:00Z,140,2022-03-22,4249,9,Final,Texas Rangers,Madison Bumgarner,2022-03-22 - Texas Rangers (4) @ Arizona Diamondbacks (1) (Final),Kolby Allard,S,4,Arizona Diamondbacks,707049,Texas Rangers,1,1,Ricky Vanasco,109,Arizona Diamondbacks,TEX wins Spring,Madison Bumgarner,[]
,Lance Lynn,N,,Top,Surprise Stadium,2022-03-23T20:05:00Z,145,2022-03-23,2603,9,Final,Chicago White Sox,Glenn Otto,2022-03-23 - Chicago White Sox (5) @ Texas Rangers (14) (Final),Nick Tropeano,S,5,Texas Rangers,706807,Texas Rangers,14,1,,140,Chicago White Sox,TEX wins Spring,Craig Kimbrel,[]
,Jon Gray,N,,Bottom,Hohokam Stadium,2022-03-24T20:05:00Z,140,2022-03-24,2507,9,Final,Texas Rangers,Sean Manaea,2022-03-24 - Texas Rangers (5) @ Oakland Athletics (3) (Final),Spencer Howard,S,5,Oakland Athletics,706879,Texas Rangers,3,1,Brandon Workman,133,Oakland Athletics,TEX wins Spring,Brent Honeywell Jr.,['MLB.tv Free Game']
,Dane Dunning,N,,Bottom,Surprise Stadium,2022-03-25T20:05:00Z,140,2022-03-25,2603,9,Final,Texas Rangers,Carlos Hernandez,2022-03-25 - Texas Rangers (8) @ Kansas City Royals (4) (Final),Dane Dunning,S,8,Kansas City Royals,706944,Texas Rangers,4,1,,118,Kansas City Royals,TEX wins Spring,Carlos Hernandez,[]
,Taylor Hearn,N,,Top,Salt River Fields at Talking Stick,2022-03-26T20:10:00Z,140,2022-03-26,4249,9,Final,Texas Rangers,Austin Gomber,2022-03-26 - Texas Rangers (7) @ Colorado Rockies (8) (Final),Robert Stephenson,S,7,Colorado Rockies,706974,Colorado Rockies,8,1,Julian Fernandez,115,Texas Rangers,COL wins Spring,Jesus Tinoco,[]
,Tyler Gilbert,N,,Top,Surprise Stadium,2022-03-27T20:05:00Z,109,2022-03-27,2603,9,Final,Arizona Diamondbacks,A.J. Alexy,2022-03-27 - Arizona Diamondbacks (0) @ Texas Rangers (13) (Final),A.J. Alexy,S,0,Texas Rangers,706808,Texas Rangers,13,1,,140,Arizona Diamondbacks,TEX wins Spring,Tyler Gilbert,[]
,Glenn Otto,N,,Top,Peoria Stadium,2022-03-28T20:10:00Z,140,2022-03-28,2530,9,Final,Texas Rangers,Robbie Ray,2022-03-28 - Texas Rangers (5) @ Seattle Mariners (6) (Final),Robbie Ray,S,5,Seattle Mariners,706830,Seattle Mariners,6,1,Erik Swanson,136,Texas Rangers,SEA wins Spring,Glenn Otto,[]
,Reiver Sanmartin,N,,Bottom,Surprise Stadium,2022-03-29T20:05:00Z,113,2022-03-29,2603,9,Final,Cincinnati Reds,Spencer Howard,2022-03-29 - Cincinnati Reds (7) @ Texas Rangers (1) (Final),Reiver Sanmartin,S,7,Texas Rangers,706809,Cincinnati Reds,1,1,,140,Texas Rangers,CIN wins Spring,Matt Moore,[]
,Martin Perez,N,,Top,Camelback Ranch,2022-03-30T20:05:00Z,140,2022-03-30,3809,9,Final,Texas Rangers,Dylan Cease,2022-03-30 - Texas Rangers (0) @ Chicago White Sox (7) (Final),Dylan Cease,S,0,Chicago White Sox,706997,Chicago White Sox,7,1,,145,Texas Rangers,CWS wins Spring,Martin Perez,[]
,Ryan Pepiot,N,,Top,Surprise Stadium,2022-03-31T20:05:00Z,119,2022-03-31,2603,9,Final,Los Angeles Dodgers,Taylor Hearn,2022-03-31 - Los Angeles Dodgers (2) @ Texas Rangers (8) (Final),Taylor Hearn,S,2,Texas Rangers,706802,Texas Rangers,8,1,,140,Los Angeles Dodgers,TEX wins Spring,Ryan Pepiot,[]
,Kolby Allard,N,,Bottom,Scottsdale Stadium,2022-04-01T19:05:00Z,140,2022-04-01,2532,9,Final: Tied,Texas Rangers,Alex Cobb,2022-04-01 - Texas Rangers @ San Francisco Giants (Final: Tied),,S,7,San Francisco Giants,706837,,7,1,,137,,,,[]
,Shane Bieber,N,,Top,Surprise Stadium,2022-04-03T01:05:00Z,114,2022-04-02,2603,9,Final,Cleveland Guardians,Matt Bush,2022-04-02 - Cleveland Guardians (1) @ Texas Rangers (3) (Final),Zak Kent,S,1,Texas Rangers,706804,Texas Rangers,3,1,John King,140,Cleveland Guardians,TEX wins Spring,Shane Bieber,[]
,Jon Gray,N,,Bottom,American Family Fields of Phoenix,2022-04-03T20:10:00Z,140,2022-04-03,2518,9,Final,Texas Rangers,Brandon Woodruff,2022-04-03 - Texas Rangers (13) @ Milwaukee Brewers (2) (Final),Jon Gray,S,13,Milwaukee Brewers,706911,Texas Rangers,2,1,,158,Milwaukee Brewers,TEX wins Spring,Brandon Woodruff,[]
,Nick Martinez,N,,Bottom,Surprise Stadium,2022-04-04T20:05:00Z,135,2022-04-04,2603,9,Final,San Diego Padres,Dane Dunning,2022-04-04 - San Diego Padres (11) @ Texas Rangers (5) (Final),Nick Martinez,S,11,Texas Rangers,706803,San Diego Padres,5,1,,140,Texas Rangers,SD wins Spring,Dane Dunning,[]
,Michael Rucker,N,,Top,Surprise Stadium,2022-04-05T19:05:00Z,112,2022-04-05,2603,9,Final,Chicago Cubs,Taylor Hearn,2022-04-05 - Chicago Cubs (5) @ Texas Rangers (11) (Final),Taylor Hearn,S,5,Texas Rangers,706805,Texas Rangers,11,1,,140,Chicago Cubs,TEX wins Spring,Eric Yardley,[]
,Jon Gray,N,,Top,Rogers Centre,2022-04-08T23:07:00Z,140,2022-04-08,14,9,Final,Texas Rangers,Jose Berrios,2022-04-08 - Texas Rangers (8) @ Toronto Blue Jays (10) (Final),Adam Cimber,R,8,Toronto Blue Jays,661782,Toronto Blue Jays,10,1,Jordan Romano,141,Texas Rangers,TOR leads 1-0,Dennis Santana,[]
,Dane Dunning,N,,Top,Rogers Centre,2022-04-09T19:07:00Z,140,2022-04-09,14,9,Final,Texas Rangers,Kevin Gausman,2022-04-09 - Texas Rangers (3) @ Toronto Blue Jays (4) (Final),Trevor Richards,R,3,Toronto Blue Jays,661803,Toronto Blue Jays,4,1,Jordan Romano,141,Texas Rangers,TOR wins 2-0,Brett Martin,[]
,Spencer Howard,N,,Bottom,Rogers Centre,2022-04-10T17:37:00Z,140,2022-04-10,14,9,Final,Texas Rangers,Hyun Jin Ryu,2022-04-10 - Texas Rangers (12) @ Toronto Blue Jays (6) (Final),Brock Burke,R,12,Toronto Blue Jays,661802,Texas Rangers,6,1,,141,Toronto Blue Jays,TOR wins 2-1,Julian Merryweather,['MLBN (out-of-market only)']
,Austin Gomber,N,,Bottom,Globe Life Field,2022-04-11T20:05:00Z,115,2022-04-11,5325,10,Final,Colorado Rockies,Taylor Hearn,2022-04-11 - Colorado Rockies (6) @ Texas Rangers (4) (Final),Daniel Bard,R,6,Texas Rangers,662042,Colorado Rockies,4,1,Ashton Goudeau,140,Texas Rangers,COL leads 1-0,Greg Holland,[]
,Chad Kuhl,N,,Bottom,Globe Life Field,2022-04-13T00:05:00Z,115,2022-04-12,5325,9,Final,Colorado Rockies,Martin Perez,2022-04-12 - Colorado Rockies (4) @ Texas Rangers (1) (Final),Jhoulys Chacin,R,4,Texas Rangers,661995,Colorado Rockies,1,1,Daniel Bard,140,Texas Rangers,COL wins 2-0,Martin Perez,[]
,Shohei Ohtani,N,,Top,Globe Life Field,2022-04-15T00:05:00Z,108,2022-04-14,5325,9,Final,Los Angeles Angels,Dane Dunning,2022-04-14 - Los Angeles Angels (5) @ Texas Rangers (10) (Final),John King,R,5,Texas Rangers,661993,Texas Rangers,10,1,,140,Los Angeles Angels,TEX leads 1-0,Shohei Ohtani,"['MLBN (out-of-market only)', 'MLB.tv Free Game']"
,Reid Detmers,N,,Bottom,Globe Life Field,2022-04-16T00:05:00Z,108,2022-04-15,5325,9,Final,Los Angeles Angels,Matt Bush,2022-04-15 - Los Angeles Angels (9) @ Texas Rangers (6) (Final),Austin Warren,R,9,Texas Rangers,662014,Los Angeles Angels,6,1,Raisel Iglesias,140,Texas Rangers,Series tied 1-1,Kolby Allard,[]
,Noah Syndergaard,N,,Bottom,Globe Life Field,2022-04-16T23:05:00Z,108,2022-04-16,5325,9,Final,Los Angeles Angels,Taylor Hearn,2022-04-16 - Los Angeles Angels (7) @ Texas Rangers (2) (Final),Noah Syndergaard,R,7,Texas Rangers,661981,Los Angeles Angels,2,1,,140,Texas Rangers,LAA leads 2-1,Taylor Hearn,['MLBN (out-of-market only)']
,Jose Suarez,N,,Bottom,Globe Life Field,2022-04-17T18:35:00Z,108,2022-04-17,5325,9,Final,Los Angeles Angels,Martin Perez,2022-04-17 - Los Angeles Angels (8) @ Texas Rangers (3) (Final),Mike Mayers,R,8,Texas Rangers,662038,Los Angeles Angels,3,1,,140,Texas Rangers,LAA wins 3-1,Martin Perez,[]
,Jon Gray,N,,Top,T-Mobile Park,2022-04-20T01:40:00Z,140,2022-04-19,680,9,Final,Texas Rangers,Robbie Ray,2022-04-19 - Texas Rangers (2) @ Seattle Mariners (6) (Final),Robbie Ray,R,2,Seattle Mariners,662161,Seattle Mariners,6,1,,136,Texas Rangers,SEA leads 1-0,Jon Gray,[]
,Dane Dunning,N,,Top,T-Mobile Park,2022-04-21T01:40:00Z,140,2022-04-20,680,9,Final,Texas Rangers,Logan Gilbert,2022-04-20 - Texas Rangers (2) @ Seattle Mariners (4) (Final),Logan Gilbert,R,2,Seattle Mariners,662178,Seattle Mariners,4,1,,136,Texas Rangers,SEA wins 2-0,Dane Dunning,[]
,Taylor Hearn,N,,Bottom,T-Mobile Park,2022-04-22T01:40:00Z,140,2022-04-21,680,9,Final,Texas Rangers,Marco Gonzales,2022-04-21 - Texas Rangers (8) @ Seattle Mariners (6) (Final),Joe Barlow,R,8,Seattle Mariners,662177,Texas Rangers,6,1,,136,Seattle Mariners,SEA wins 2-1,Drew Steckenrider,['MLBN (out-of-market only)']
,Glenn Otto,N,,Bottom,Oakland Coliseum,2022-04-23T01:40:00Z,140,2022-04-22,10,9,Final,Texas Rangers,Adam Oller,2022-04-22 - Texas Rangers (8) @ Oakland Athletics (1) (Final),Glenn Otto,R,8,Oakland Athletics,662390,Texas Rangers,1,1,,133,Oakland Athletics,TEX leads 1-0,Adam Oller,['Apple TV+']
,Martin Perez,N,,Bottom,Oakland Coliseum,2022-04-23T20:07:00Z,140,2022-04-23,10,9,Final,Texas Rangers,Frankie Montas,2022-04-23 - Texas Rangers (2) @ Oakland Athletics (0) (Final),Brock Burke,R,2,Oakland Athletics,662389,Texas Rangers,0,1,Matt Bush,133,Oakland Athletics,TEX wins 2-0,Frankie Montas,[]
,Garrett Richards,N,,Top,Oakland Coliseum,2022-04-24T20:07:00Z,140,2022-04-24,10,9,Final,Texas Rangers,Cole Irvin,2022-04-24 - Texas Rangers (0) @ Oakland Athletics (2) (Final),Cole Irvin,R,0,Oakland Athletics,662388,Oakland Athletics,2,1,Dany Jimenez,133,Texas Rangers,TEX wins 2-1,Spencer Howard,[]
,Framber Valdez,N,,Top,Globe Life Field,2022-04-26T00:05:00Z,117,2022-04-25,5325,9,Final,Houston Astros,Dane Dunning,2022-04-25 - Houston Astros (2) @ Texas Rangers (6) (Final),Matt Moore,R,2,Texas Rangers,661979,Texas Rangers,6,1,,140,Houston Astros,TEX leads 1-0,Phil Maton,[]
,Jake Odorizzi,N,,Bottom,Globe Life Field,2022-04-27T00:05:00Z,117,2022-04-26,5325,9,Final,Houston Astros,Taylor Hearn,2022-04-26 - Houston Astros (5) @ Texas Rangers (1) (Final),Jake Odorizzi,R,5,Texas Rangers,661980,Houston Astros,1,1,,140,Texas Rangers,Series tied 1-1,Taylor Hearn,[]
,Cristian Javier,N,,Bottom,Globe Life Field,2022-04-28T00:05:00Z,117,2022-04-27,5325,9,Final,Houston Astros,Glenn Otto,2022-04-27 - Houston Astros (4) @ Texas Rangers (3) (Final),Cristian Javier,R,4,Texas Rangers,661964,Houston Astros,3,1,Ryne Stanek,140,Texas Rangers,HOU leads 2-1,Brett Martin,[]
,Justin Verlander,N,,Bottom,Globe Life Field,2022-04-28T18:05:00Z,117,2022-04-28,5325,9,Final,Houston Astros,Martin Perez,2022-04-28 - Houston Astros (3) @ Texas Rangers (2) (Final),Justin Verlander,R,3,Texas Rangers,661912,Houston Astros,2,1,Rafael Montero,140,Texas Rangers,HOU wins 3-1,Matt Bush,[]
,Ian Anderson,N,,Bottom,Globe Life Field,2022-04-30T00:05:00Z,144,2022-04-29,5325,9,Final,Atlanta Braves,Garrett Richards,2022-04-29 - Atlanta Braves (6) @ Texas Rangers (3) (Final),Ian Anderson,R,6,Texas Rangers,661911,Atlanta Braves,3,1,Kenley Jansen,140,Texas Rangers,ATL leads 1-0,Garrett Richards,[]
,Bryce Elder,N,,Top,Globe Life Field,2022-04-30T23:05:00Z,144,2022-04-30,5325,9,Final,Atlanta Braves,Dane Dunning,2022-04-30 - Atlanta Braves (1) @ Texas Rangers (3) (Final),Dane Dunning,R,1,Texas Rangers,661901,Texas Rangers,3,1,Joe Barlow,140,Atlanta Braves,Series tied 1-1,Bryce Elder,[]
,Kyle Muller,N,,Top,Globe Life Field,2022-05-01T18:35:00Z,144,2022-05-01,5325,9,Final,Atlanta Braves,Taylor Hearn,2022-05-01 - Atlanta Braves (3) @ Texas Rangers (7) (Final),Taylor Hearn,R,3,Texas Rangers,661935,Texas Rangers,7,1,,140,Atlanta Braves,TEX wins 2-1,Kyle Muller,[]
,Jon Gray,N,,Bottom,Citizens Bank Park,2022-05-03T22:45:00Z,140,2022-05-03,2681,9,Final,Texas Rangers,Ranger Suarez,2022-05-03 - Texas Rangers (6) @ Philadelphia Phillies (4) (Final),Brock Burke,R,6,Philadelphia Phillies,661635,Texas Rangers,4,1,Joe Barlow,143,Philadelphia Phillies,TEX leads 1-0,Ranger Suarez,[]
,Martin Perez,N,,Bottom,Citizens Bank Park,2022-05-04T22:45:00Z,140,2022-05-04,2681,10,Final,Texas Rangers,Zack Wheeler,2022-05-04 - Texas Rangers (2) @ Philadelphia Phillies (1) (Final),Matt Bush,R,2,Philadelphia Phillies,661634,Texas Rangers,1,1,Joe Barlow,143,Philadelphia Phillies,TEX wins 2-0,Brad Hand,[]
,Glenn Otto,N,,,Yankee Stadium,2022-05-06T23:05:00Z,140,2022-05-06,3313,,Postponed,Texas Rangers,Gerrit Cole,2022-05-06 - Texas Rangers @ New York Yankees (Postponed),,R,0,New York Yankees,661304,,0,1,,147,,Series tied 1-1,,[]
,,N,,,Yankee Stadium,2022-05-07T17:05:00Z,140,2022-05-07,3313,,Postponed,Texas Rangers,Gerrit Cole,2022-05-07 - Texas Rangers @ New York Yankees (Postponed),,R,0,New York Yankees,661303,,0,1,,147,,NYY wins 2-1,,['MLBN (out-of-market only)']
,Dane Dunning,Y,,Bottom,Yankee Stadium,2022-05-08T17:35:00Z,140,2022-05-08,3313,9,Final,Texas Rangers,Gerrit Cole,2022-05-08 - Texas Rangers (1) @ New York Yankees (2) (Final),Clay Holmes,R,1,New York Yankees,661302,New York Yankees,2,1,,147,Texas Rangers,NYY leads 1-0,John King,['MLB.tv Free Game']
,Glenn Otto,Y,,Bottom,Yankee Stadium,2022-05-08T17:40:00Z,140,2022-05-08,3313,9,Final,Texas Rangers,Jordan Montgomery,2022-05-08 - Texas Rangers (4) @ New York Yankees (2) (Final),Garrett Richards,R,4,New York Yankees,661304,Texas Rangers,2,2,Joe Barlow,147,New York Yankees,Series tied 1-1,Michael King,['MLB.tv Free Game']
,Jon Gray,N,,Top,Yankee Stadium,2022-05-09T17:05:00Z,140,2022-05-09,3313,9,Final,Texas Rangers,Nestor Cortes,2022-05-09 - Texas Rangers (0) @ New York Yankees (1) (Final),Clay Holmes,R,0,New York Yankees,661303,New York Yankees,1,1,Aroldis Chapman,147,Texas Rangers,NYY wins 2-1,Brett Martin,"['MLBN (out-of-market only)', 'MLB.tv Free Game']"
,Brad Keller,N,,Top,Globe Life Field,2022-05-11T00:05:00Z,118,2022-05-10,5325,9,Final,Kansas City Royals,Martin Perez,2022-05-10 - Kansas City Royals (4) @ Texas Rangers (6) (Final),Martin Perez,R,4,Texas Rangers,662016,Texas Rangers,6,1,Joe Barlow,140,Kansas City Royals,TEX leads 1-0,Brad Keller,[]
,Gabe Speier,N,,Bottom,Globe Life Field,2022-05-12T00:05:00Z,118,2022-05-11,5325,9,Final,Kansas City Royals,Matt Bush,2022-05-11 - Kansas City Royals (8) @ Texas Rangers (2) (Final),Joel Payamps,R,8,Texas Rangers,661899,Kansas City Royals,2,1,,140,Texas Rangers,Series tied 1-1,Kolby Allard,[]
,Jonathan Heasley,N,,Top,Globe Life Field,2022-05-13T00:05:00Z,118,2022-05-12,5325,9,Final,Kansas City Royals,Taylor Hearn,2022-05-12 - Kansas City Royals (1) @ Texas Rangers (3) (Final),Taylor Hearn,R,1,Texas Rangers,661883,Texas Rangers,3,1,Joe Barlow,140,Kansas City Royals,TEX wins 2-1,Jonathan Heasley,[]
,Nick Pivetta,N,,Bottom,Globe Life Field,2022-05-14T00:05:00Z,111,2022-05-13,5325,9,Final,Boston Red Sox,Dane Dunning,2022-05-13 - Boston Red Sox (7) @ Texas Rangers (1) (Final),Nick Pivetta,R,7,Texas Rangers,661882,Boston Red Sox,1,1,,140,Texas Rangers,BOS leads 1-0,Dane Dunning,[]
,Rich Hill,N,,Bottom,Globe Life Field,2022-05-14T23:05:00Z,111,2022-05-14,5325,9,Final,Boston Red Sox,Glenn Otto,2022-05-14 - Boston Red Sox (11) @ Texas Rangers (3) (Final),Rich Hill,R,11,Texas Rangers,661147,Boston Red Sox,3,1,,140,Texas Rangers,BOS wins 2-0,Glenn Otto,[]
,Austin Davis,N,,Top,Globe Life Field,2022-05-15T18:35:00Z,111,2022-05-15,5325,9,Final,Boston Red Sox,Martin Perez,2022-05-15 - Boston Red Sox (1) @ Texas Rangers (7) (Final),Martin Perez,R,1,Texas Rangers,661146,Texas Rangers,7,1,,140,Boston Red Sox,BOS wins 2-1,Ryan Brasier,[]
,Noah Syndergaard,N,,Top,Globe Life Field,2022-05-17T00:05:00Z,108,2022-05-16,5325,9,Final,Los Angeles Angels,Jon Gray,2022-05-16 - Los Angeles Angels (4) @ Texas Rangers (7) (Final),Jon Gray,R,4,Texas Rangers,661145,Texas Rangers,7,1,Joe Barlow,140,Los Angeles Angels,TEX leads 1-0,Noah Syndergaard,[]
,Reid Detmers,N,,Top,Globe Life Field,2022-05-18T00:05:00Z,108,2022-05-17,5325,9,Final,Los Angeles Angels,Taylor Hearn,2022-05-17 - Los Angeles Angels (5) @ Texas Rangers (10) (Final),Dennis Santana,R,5,Texas Rangers,661126,Texas Rangers,10,1,,140,Los Angeles Angels,TEX wins 2-0,Ryan Tepera,[]
,Shohei Ohtani,N,,Bottom,Globe Life Field,2022-05-19T00:05:00Z,108,2022-05-18,5325,10,Final,Los Angeles Angels,Dane Dunning,2022-05-18 - Los Angeles Angels (5) @ Texas Rangers (6) (Final),Dennis Santana,R,5,Texas Rangers,661125,Texas Rangers,6,1,,140,Los Angeles Angels,TEX wins 3-0,Raisel Iglesias,[]
,Glenn Otto,N,,Top,Minute Maid Park,2022-05-20T00:10:00Z,140,2022-05-19,2392,9,Final,Texas Rangers,Framber Valdez,2022-05-19 - Texas Rangers (1) @ Houston Astros (5) (Final),Framber Valdez,R,1,Houston Astros,662778,Houston Astros,5,1,,117,Texas Rangers,HOU leads 1-0,Glenn Otto,[]
,Martin Perez,N,,Bottom,Minute Maid Park,2022-05-21T00:10:00Z,140,2022-05-20,2392,9,Final,Texas Rangers,Cristian Javier,2022-05-20 - Texas Rangers (3) @ Houston Astros (0) (Final),Martin Perez,R,3,Houston Astros,662764,Texas Rangers,0,1,,117,Houston Astros,Series tied 1-1,Cristian Javier,['Apple TV+']
,Jon Gray,N,,Top,Minute Maid Park,2022-05-21T23:10:00Z,140,2022-05-21,2392,9,Final,Texas Rangers,Justin Verlander,2022-05-21 - Texas Rangers (1) @ Houston Astros (2) (Final),Justin Verlander,R,1,Houston Astros,662763,Houston Astros,2,1,Ryan Pressly,117,Texas Rangers,HOU leads 2-1,Jon Gray,[]
,Taylor Hearn,N,,Top,Minute Maid Park,2022-05-22T18:10:00Z,140,2022-05-22,2392,9,Final,Texas Rangers,Jose Urquidy,2022-05-22 - Texas Rangers (2) @ Houston Astros (5) (Final),Jose Urquidy,R,2,Houston Astros,662857,Houston Astros,5,1,Ryan Pressly,117,Texas Rangers,HOU wins 3-1,Taylor Hearn,[]
,Dane Dunning,N,,Top,Angel Stadium,2022-05-25T01:38:00Z,140,2022-05-24,1,9,Final,Texas Rangers,Noah Syndergaard,2022-05-24 - Texas Rangers (3) @ Los Angeles Angels (5) (Final),Noah Syndergaard,R,3,Los Angeles Angels,663381,Los Angeles Angels,5,1,Raisel Iglesias,108,Texas Rangers,LAA leads 1-0,Dane Dunning,[]
,Glenn Otto,N,,Bottom,Angel Stadium,2022-05-26T01:38:00Z,140,2022-05-25,1,9,Final,Texas Rangers,Reid Detmers,2022-05-25 - Texas Rangers (7) @ Los Angeles Angels (2) (Final),Glenn Otto,R,7,Los Angeles Angels,663446,Texas Rangers,2,1,,108,Los Angeles Angels,Series tied 1-1,Reid Detmers,[]
,Martin Perez,N,,Bottom,Oakland Coliseum,2022-05-27T01:40:00Z,140,2022-05-26,10,9,Final,Texas Rangers,Frankie Montas,2022-05-26 - Texas Rangers (4) @ Oakland Athletics (1) (Final),Matt Bush,R,4,Oakland Athletics,662376,Texas Rangers,1,1,Joe Barlow,133,Oakland Athletics,TEX leads 1-0,Lou Trivino,['MLB.tv Free Game']
,Jon Gray,N,,Bottom,Oakland Coliseum,2022-05-28T01:40:00Z,140,2022-05-27,10,9,Final,Texas Rangers,Cole Irvin,2022-05-27 - Texas Rangers (8) @ Oakland Athletics (5) (Final),Matt Moore,R,8,Oakland Athletics,662369,Texas Rangers,5,1,Dennis Santana,133,Oakland Athletics,TEX leads 2-0,Dany Jimenez,[]
,Taylor Hearn,N,,Bottom,Oakland Coliseum,2022-05-28T20:07:00Z,140,2022-05-28,10,9,Final,Texas Rangers,Zach Logue,2022-05-28 - Texas Rangers (11) @ Oakland Athletics (4) (Final),Taylor Hearn,R,11,Oakland Athletics,662375,Texas Rangers,4,1,,133,Oakland Athletics,TEX wins 3-0,Zach Logue,[]
,Dane Dunning,N,,Bottom,Oakland Coliseum,2022-05-29T20:07:00Z,140,2022-05-29,10,9,Final,Texas Rangers,James Kaprielian,2022-05-29 - Texas Rangers (5) @ Oakland Athletics (6) (Final),Dany Jimenez,R,5,Oakland Athletics,662374,Oakland Athletics,6,1,,133,Texas Rangers,TEX wins 3-1,Brett Martin,[]
,Drew Rasmussen,N,,Top,Globe Life Field,2022-05-31T00:05:00Z,139,2022-05-30,5325,9,Final,Tampa Bay Rays,Glenn Otto,2022-05-30 - Tampa Bay Rays (5) @ Texas Rangers (9) (Final),Glenn Otto,R,5,Texas Rangers,661900,Texas Rangers,9,1,,140,Tampa Bay Rays,TEX leads 1-0,Drew Rasmussen,[]
,Ryan Yarbrough,N,,Top,Globe Life Field,2022-06-01T00:05:00Z,139,2022-05-31,5325,9,Final,Tampa Bay Rays,Martin Perez,2022-05-31 - Tampa Bay Rays (0) @ Texas Rangers (3) (Final),Martin Perez,R,0,Texas Rangers,661884,Texas Rangers,3,1,Joe Barlow,140,Tampa Bay Rays,TEX leads 2-0,Ryan Yarbrough,[]
,Jeffrey Springs,N,,Bottom,Globe Life Field,2022-06-02T00:05:00Z,139,2022-06-01,5325,11,Final,Tampa Bay Rays,Jon Gray,2022-06-01 - Tampa Bay Rays (4) @ Texas Rangers (3) (Final),Colin Poche,R,4,Texas Rangers,661963,Tampa Bay Rays,3,1,Matt Wisler,140,Texas Rangers,TEX leads 2-1,Dennis Santana,[]
,Corey Kluber,N,,Bottom,Globe Life Field,2022-06-02T18:05:00Z,139,2022-06-02,5325,9,Final,Tampa Bay Rays,Taylor Hearn,2022-06-02 - Tampa Bay Rays (3) @ Texas Rangers (1) (Final),Corey Kluber,R,3,Texas Rangers,661934,Tampa Bay Rays,1,1,Ryan Thompson,140,Texas Rangers,Series tied 2-2,Taylor Hearn,['MLBN (out-of-market only)']
,Logan Gilbert,N,,Bottom,Globe Life Field,2022-06-04T00:05:00Z,136,2022-06-03,5325,9,Final,Seattle Mariners,Dane Dunning,2022-06-03 - Seattle Mariners (4) @ Texas Rangers (3) (Final),Penn Murfee,R,4,Texas Rangers,661913,Seattle Mariners,3,1,Paul Sewald,140,Texas Rangers,SEA leads 1-0,Joe Barlow,[]
,Marco Gonzales,N,,Top,Globe Life Field,2022-06-04T20:05:00Z,136,2022-06-04,5325,9,Final,Seattle Mariners,Glenn Otto,2022-06-04 - Seattle Mariners (2) @ Texas Rangers (3) (Final),Glenn Otto,R,2,Texas Rangers,661936,Texas Rangers,3,1,Joe Barlow,140,Seattle Mariners,Series tied 1-1,Marco Gonzales,['MLB.tv Free Game']
,George Kirby,N,,Bottom,Globe Life Field,2022-06-05T18:35:00Z,136,2022-06-05,5325,10,Final,Seattle Mariners,Martin Perez,2022-06-05 - Seattle Mariners (6) @ Texas Rangers (5) (Final),Diego Castillo,R,6,Texas Rangers,661962,Seattle Mariners,5,1,Paul Sewald,140,Texas Rangers,SEA wins 2-1,Brock Burke,[]
,Jon Gray,N,,,Progressive Field,2022-06-06T23:10:00Z,140,2022-06-06,5,,Postponed,Texas Rangers,Cal Quantrill,2022-06-06 - Texas Rangers @ Cleveland Guardians (Postponed),,R,0,Cleveland Guardians,663134,,0,1,,114,,Series tied 1-1,,[]
,Jon Gray,Y,,Top,Progressive Field,2022-06-07T19:10:00Z,140,2022-06-07,5,9,Final,Texas Rangers,Cal Quantrill,2022-06-07 - Texas Rangers (3) @ Cleveland Guardians (6) (Final),Cal Quantrill,R,3,Cleveland Guardians,663122,Cleveland Guardians,6,1,Emmanuel Clase,114,Texas Rangers,CLE leads 1-0,Jon Gray,[]
,Taylor Hearn,Y,,Bottom,Progressive Field,2022-06-07T19:15:00Z,140,2022-06-07,5,9,Final,Texas Rangers,Kirk McCarty,2022-06-07 - Texas Rangers (6) @ Cleveland Guardians (3) (Final),Taylor Hearn,R,6,Cleveland Guardians,663134,Texas Rangers,3,2,Joe Barlow,114,Cleveland Guardians,Series tied 1-1,Kirk McCarty,[]
